month,product_id,brand,category_l1,category_l2,price_tier,avg_price,total_views,total_carts,total_purchases,cart_rate,conversion_rate,recommendation
October,12718208,yokohama,unknown,unknown,mid,69.07,60.0,0.0,6.0,0.0,10.0,Hidden Gem - Promote Higher
October,12705573,viatti,unknown,unknown,budget,45.56,40.0,0.0,4.0,0.0,10.0,Hidden Gem - Promote Higher
October,17300211,unknown,unknown,unknown,budget,26.69,40.0,0.0,4.0,0.0,10.0,Hidden Gem - Promote Higher
October,17303076,creed,unknown,unknown,mid,50.19,30.0,0.0,3.0,0.0,10.0,Hidden Gem - Promote Higher
October,2800259,unknown,appliances,kitchen,premium,393.81,30.0,0.0,3.0,0.0,10.0,Hidden Gem - Promote Higher
October,1802043,vestel,electronics,video,luxury,772.19,30.0,0.0,3.0,0.0,10.0,Hidden Gem - Promote Higher
October,12709267,triangle,unknown,unknown,mid,51.78,30.0,1.0,3.0,3.33,10.0,Hidden Gem - Promote Higher
October,19700149,nutricia,unknown,unknown,budget,11.02,30.0,0.0,3.0,0.0,10.0,Hidden Gem - Promote Higher
October,15200501,bars,unknown,unknown,budget,42.51,30.0,0.0,3.0,0.0,10.0,Hidden Gem - Promote Higher
October,15300249,transcend,unknown,unknown,budget,6.25,30.0,1.0,3.0,3.33,10.0,Hidden Gem - Promote Higher
October,3100720,braun,appliances,kitchen,budget,45.84,30.0,0.0,3.0,0.0,10.0,Hidden Gem - Promote Higher
October,12200504,unknown,sport,bicycle,mid,51.48,30.0,0.0,3.0,0.0,10.0,Hidden Gem - Promote Higher
October,15200847,bars,unknown,unknown,mid,59.2,61.0,0.0,6.0,0.0,9.84,Hidden Gem - Promote Higher
October,12720196,roadx,unknown,unknown,budget,36.55,82.0,0.0,8.0,0.0,9.76,Hidden Gem - Promote Higher
October,12711624,yokohama,unknown,unknown,mid,89.74,41.0,0.0,4.0,0.0,9.76,Hidden Gem - Promote Higher
October,8200391,polini,unknown,unknown,mid,74.62,41.0,0.0,4.0,0.0,9.76,Hidden Gem - Promote Higher
October,9101073,logitech,computers,peripherals,mid,121.96,31.0,1.0,3.0,3.23,9.68,Hidden Gem - Promote Higher
October,12711339,maxxis,unknown,unknown,mid,66.25,31.0,0.0,3.0,0.0,9.68,Hidden Gem - Promote Higher
October,12701616,matador,unknown,unknown,budget,44.27,31.0,0.0,3.0,0.0,9.68,Hidden Gem - Promote Higher
October,3800106,bosch,appliances,iron,mid,121.13,31.0,2.0,3.0,6.45,9.68,Hidden Gem - Promote Higher
October,12711572,triangle,unknown,unknown,mid,67.09,31.0,0.0,3.0,0.0,9.68,Hidden Gem - Promote Higher
October,13800437,colombo,furniture,bathroom,budget,41.14,31.0,0.0,3.0,0.0,9.68,Hidden Gem - Promote Higher
October,10900005,braun,appliances,kitchen,budget,43.72,42.0,4.0,4.0,9.52,9.52,Hidden Gem - Promote Higher
October,28716720,unknown,apparel,shoes,mid,60.2,32.0,0.0,3.0,0.0,9.38,Hidden Gem - Promote Higher
October,12718848,roadstone,unknown,unknown,mid,65.9,32.0,0.0,3.0,0.0,9.38,Hidden Gem - Promote Higher
October,12702017,nokian,unknown,unknown,budget,44.53,32.0,2.0,3.0,6.25,9.38,Hidden Gem - Promote Higher
October,4501891,electrolux,appliances,kitchen,premium,282.76,32.0,2.0,3.0,6.25,9.38,Hidden Gem - Promote Higher
October,16200315,huggies,kids,fmcg,budget,18.19,32.0,0.0,3.0,0.0,9.38,Hidden Gem - Promote Higher
October,16200065,merries,kids,fmcg,budget,20.0,32.0,0.0,3.0,0.0,9.38,Hidden Gem - Promote Higher
October,12719455,unknown,unknown,unknown,premium,320.21,32.0,0.0,3.0,0.0,9.38,Hidden Gem - Promote Higher
October,12702905,cordiant,unknown,unknown,budget,37.61,97.0,0.0,9.0,0.0,9.28,Hidden Gem - Promote Higher
October,3900217,garanterm,appliances,environment,mid,88.33,77.0,1.0,7.0,1.3,9.09,Hidden Gem - Promote Higher
October,19700115,nestogen,unknown,unknown,budget,6.48,66.0,0.0,6.0,0.0,9.09,Hidden Gem - Promote Higher
October,12701334,yokohama,unknown,unknown,mid,93.07,55.0,0.0,5.0,0.0,9.09,Hidden Gem - Promote Higher
October,5200144,pocketbook,computers,ebooks,mid,162.12,44.0,0.0,4.0,0.0,9.09,Hidden Gem - Promote Higher
October,8300344,unknown,unknown,unknown,budget,43.32,33.0,0.0,3.0,0.0,9.09,Hidden Gem - Promote Higher
October,12703737,goodyear,unknown,unknown,mid,136.43,33.0,0.0,3.0,0.0,9.09,Hidden Gem - Promote Higher
October,5801506,kicx,electronics,audio,budget,27.03,33.0,0.0,3.0,0.0,9.09,Hidden Gem - Promote Higher
October,12707276,nokian,unknown,unknown,mid,73.62,33.0,2.0,3.0,6.06,9.09,Hidden Gem - Promote Higher
October,34800567,carfashion,unknown,unknown,mid,89.84,33.0,0.0,3.0,0.0,9.09,Hidden Gem - Promote Higher
October,12700973,nokian,unknown,unknown,mid,51.82,33.0,1.0,3.0,3.03,9.09,Hidden Gem - Promote Higher
October,17301371,montblanc,unknown,unknown,budget,31.36,33.0,1.0,3.0,3.03,9.09,Hidden Gem - Promote Higher
October,14300330,medeli,electronics,audio,mid,177.61,33.0,0.0,3.0,0.0,9.09,Hidden Gem - Promote Higher
October,29502171,mammut,unknown,unknown,budget,17.89,33.0,0.0,3.0,0.0,9.09,Hidden Gem - Promote Higher
October,15300044,unknown,unknown,unknown,budget,4.8,33.0,0.0,3.0,0.0,9.09,Hidden Gem - Promote Higher
October,1201478,lenovo,electronics,tablet,premium,203.09,45.0,0.0,4.0,0.0,8.89,Hidden Gem - Promote Higher
October,18500059,huion,electronics,tablet,luxury,635.47,45.0,2.0,4.0,4.44,8.89,Hidden Gem - Promote Higher
October,16200187,pampers,kids,fmcg,budget,13.44,34.0,0.0,3.0,0.0,8.82,Hidden Gem - Promote Higher
October,12703434,cordiant,unknown,unknown,budget,42.47,34.0,0.0,3.0,0.0,8.82,Hidden Gem - Promote Higher
October,4801321,harper,electronics,audio,budget,12.84,34.0,0.0,3.0,0.0,8.82,Hidden Gem - Promote Higher
October,7101815,unknown,furniture,bedroom,mid,115.81,34.0,0.0,3.0,0.0,8.82,Hidden Gem - Promote Higher
October,26011910,unknown,unknown,unknown,budget,5.94,46.0,0.0,4.0,0.0,8.7,Hidden Gem - Promote Higher
October,28800052,unknown,unknown,unknown,budget,3.47,46.0,0.0,4.0,0.0,8.7,Hidden Gem - Promote Higher
October,12703607,maxxis,unknown,unknown,mid,85.4,46.0,0.0,4.0,0.0,8.7,Hidden Gem - Promote Higher
October,26300724,unknown,unknown,unknown,mid,167.55,46.0,0.0,4.0,0.0,8.7,Hidden Gem - Promote Higher
October,6301925,bosch,appliances,kitchen,mid,69.56,35.0,0.0,3.0,0.0,8.57,Hidden Gem - Promote Higher
October,20100098,nika,unknown,unknown,budget,23.95,35.0,0.0,3.0,0.0,8.57,Hidden Gem - Promote Higher
October,17303033,unknown,unknown,unknown,budget,20.7,35.0,0.0,3.0,0.0,8.57,Hidden Gem - Promote Higher
October,5400762,unknown,unknown,unknown,budget,43.25,35.0,3.0,3.0,8.57,8.57,Hidden Gem - Promote Higher
October,4201166,tcl,appliances,environment,premium,295.88,35.0,0.0,3.0,0.0,8.57,Hidden Gem - Promote Higher
October,12712786,triangle,unknown,unknown,budget,48.44,96.0,0.0,8.0,0.0,8.33,Hidden Gem - Promote Higher
October,12716717,kapsen,unknown,unknown,mid,54.83,72.0,0.0,6.0,0.0,8.33,Hidden Gem - Promote Higher
October,15300369,apacer,unknown,unknown,budget,9.22,60.0,0.0,5.0,0.0,8.33,Hidden Gem - Promote Higher
October,17301059,unknown,unknown,unknown,mid,80.67,48.0,0.0,4.0,0.0,8.33,Hidden Gem - Promote Higher
October,15201186,genesis,unknown,unknown,budget,48.14,36.0,0.0,3.0,0.0,8.33,Hidden Gem - Promote Higher
October,12708156,goodyear,unknown,unknown,premium,376.33,36.0,0.0,3.0,0.0,8.33,Hidden Gem - Promote Higher
October,12701269,triangle,unknown,unknown,mid,54.05,36.0,0.0,3.0,0.0,8.33,Hidden Gem - Promote Higher
October,26203491,sokolov,unknown,unknown,mid,104.67,36.0,0.0,3.0,0.0,8.33,Hidden Gem - Promote Higher
October,5701011,unknown,auto,accessories,premium,265.67,36.0,0.0,3.0,0.0,8.33,Hidden Gem - Promote Higher
October,28800019,wess,unknown,unknown,budget,3.34,36.0,0.0,3.0,0.0,8.33,Hidden Gem - Promote Higher
October,3100888,scarlett,appliances,kitchen,mid,77.23,36.0,0.0,3.0,0.0,8.33,Hidden Gem - Promote Higher
October,6301456,elenberg,appliances,kitchen,budget,46.31,97.0,8.0,8.0,8.25,8.25,Hidden Gem - Promote Higher
October,51000002,bosch,appliances,environment,premium,318.41,61.0,0.0,5.0,0.0,8.2,Hidden Gem - Promote Higher
October,12705589,unknown,unknown,unknown,budget,49.11,49.0,0.0,4.0,0.0,8.16,Hidden Gem - Promote Higher
October,12702935,cordiant,unknown,unknown,mid,92.41,49.0,1.0,4.0,2.04,8.16,Hidden Gem - Promote Higher
October,53300023,modern,unknown,unknown,budget,28.29,49.0,6.0,4.0,12.24,8.16,Hidden Gem - Promote Higher
October,12701402,yokohama,unknown,unknown,mid,94.84,74.0,0.0,6.0,0.0,8.11,Hidden Gem - Promote Higher
October,12710321,yokohama,unknown,unknown,mid,70.53,74.0,1.0,6.0,1.35,8.11,Hidden Gem - Promote Higher
October,11500457,sven,unknown,unknown,budget,19.54,37.0,0.0,3.0,0.0,8.11,Hidden Gem - Promote Higher
October,12711594,triangle,unknown,unknown,mid,60.8,37.0,0.0,3.0,0.0,8.11,Hidden Gem - Promote Higher
October,19200057,p.i.t.,construction,tools,mid,89.81,37.0,0.0,3.0,0.0,8.11,Hidden Gem - Promote Higher
October,12705571,viatti,unknown,unknown,budget,39.0,37.0,0.0,3.0,0.0,8.11,Hidden Gem - Promote Higher
October,12707942,bridgestone,unknown,unknown,budget,46.33,50.0,1.0,4.0,2.0,8.0,Hidden Gem - Promote Higher
October,12709085,michelin,unknown,unknown,mid,73.36,88.0,0.0,7.0,0.0,7.95,Hidden Gem - Promote Higher
October,3700764,samsung,appliances,environment,mid,87.23,63.0,2.0,5.0,3.17,7.94,Hidden Gem - Promote Higher
October,15300135,kingston,unknown,unknown,budget,4.3,38.0,1.0,3.0,2.63,7.89,Hidden Gem - Promote Higher
October,26016825,unknown,unknown,unknown,budget,12.87,38.0,0.0,3.0,0.0,7.89,Hidden Gem - Promote Higher
October,1801375,vestel,electronics,video,premium,333.72,38.0,0.0,3.0,0.0,7.89,Hidden Gem - Promote Higher
October,4803763,unknown,electronics,audio,budget,28.29,38.0,0.0,3.0,0.0,7.89,Hidden Gem - Promote Higher
October,5301241,vitek,unknown,unknown,budget,28.24,38.0,0.0,3.0,0.0,7.89,Hidden Gem - Promote Higher
October,4802160,jbl,electronics,audio,budget,8.53,38.0,1.0,3.0,2.63,7.89,Hidden Gem - Promote Higher
October,11000168,delonghi,appliances,kitchen,mid,101.54,38.0,0.0,3.0,0.0,7.89,Hidden Gem - Promote Higher
October,15900260,unknown,unknown,unknown,budget,22.91,51.0,0.0,4.0,0.0,7.84,Hidden Gem - Promote Higher
October,12700908,nokian,unknown,unknown,budget,46.59,182.0,9.0,14.0,4.95,7.69,Hidden Gem - Promote Higher
October,12712237,goodyear,unknown,unknown,budget,43.76,104.0,1.0,8.0,0.96,7.69,Hidden Gem - Promote Higher
October,15300317,transcend,unknown,unknown,budget,6.32,52.0,2.0,4.0,3.85,7.69,Hidden Gem - Promote Higher
October,5301782,vitek,unknown,unknown,budget,17.3,52.0,0.0,4.0,0.0,7.69,Hidden Gem - Promote Higher
October,1802105,arg,electronics,video,premium,290.24,39.0,3.0,3.0,7.69,7.69,Hidden Gem - Promote Higher
October,5800284,morel,electronics,audio,mid,60.23,39.0,0.0,3.0,0.0,7.69,Hidden Gem - Promote Higher
October,18900368,canon,electronics,camera,premium,448.36,39.0,0.0,3.0,0.0,7.69,Hidden Gem - Promote Higher
October,21800016,unknown,computers,peripherals,budget,20.57,39.0,0.0,3.0,0.0,7.69,Hidden Gem - Promote Higher
October,24900206,unknown,unknown,unknown,budget,1.09,39.0,0.0,3.0,0.0,7.69,Hidden Gem - Promote Higher
October,9200684,unknown,computers,peripherals,budget,22.89,39.0,0.0,3.0,0.0,7.69,Hidden Gem - Promote Higher
October,12719423,cordiant,unknown,unknown,mid,53.8,53.0,0.0,4.0,0.0,7.55,Hidden Gem - Promote Higher
October,3601140,renova,appliances,kitchen,mid,95.56,53.0,0.0,4.0,0.0,7.55,Hidden Gem - Promote Higher
October,26200298,unknown,unknown,unknown,mid,158.82,53.0,0.0,4.0,0.0,7.55,Hidden Gem - Promote Higher
October,2800610,unknown,appliances,kitchen,premium,249.81,40.0,0.0,3.0,0.0,7.5,Hidden Gem - Promote Higher
October,17500105,gosh,unknown,unknown,budget,14.69,40.0,0.0,3.0,0.0,7.5,Hidden Gem - Promote Higher
October,5701223,unknown,auto,accessories,premium,287.93,40.0,0.0,3.0,0.0,7.5,Hidden Gem - Promote Higher
October,13700159,erlit,unknown,unknown,premium,470.85,81.0,0.0,6.0,0.0,7.41,Hidden Gem - Promote Higher
October,16200236,huggies,kids,fmcg,budget,20.17,54.0,0.0,4.0,0.0,7.41,Hidden Gem - Promote Higher
October,12718428,cordiant,unknown,unknown,budget,43.5,54.0,0.0,4.0,0.0,7.41,Hidden Gem - Promote Higher
October,10502507,unknown,unknown,unknown,mid,58.31,54.0,0.0,4.0,0.0,7.41,Hidden Gem - Promote Higher
October,12705221,viatti,unknown,unknown,mid,71.56,54.0,0.0,4.0,0.0,7.41,Hidden Gem - Promote Higher
October,16200120,moony,kids,fmcg,budget,18.78,54.0,0.0,4.0,0.0,7.41,Hidden Gem - Promote Higher
October,15200138,racer,unknown,unknown,mid,128.27,68.0,0.0,5.0,0.0,7.35,Hidden Gem - Promote Higher
October,1307133,lenovo,computers,notebook,luxury,687.02,41.0,0.0,3.0,0.0,7.32,Hidden Gem - Promote Higher
October,17301781,unknown,unknown,unknown,budget,28.31,41.0,0.0,3.0,0.0,7.32,Hidden Gem - Promote Higher
October,6301922,elenberg,appliances,kitchen,budget,20.57,41.0,1.0,3.0,2.44,7.32,Hidden Gem - Promote Higher
October,12711569,triangle,unknown,unknown,mid,62.57,69.0,0.0,5.0,0.0,7.25,Hidden Gem - Promote Higher
October,13103867,trebl,unknown,unknown,mid,55.6,69.0,0.0,5.0,0.0,7.25,Hidden Gem - Promote Higher
October,12710856,michelin,unknown,unknown,premium,214.63,111.0,4.0,8.0,3.6,7.21,Hidden Gem - Promote Higher
October,10700970,unknown,unknown,unknown,budget,33.52,84.0,1.0,6.0,1.19,7.14,Hidden Gem - Promote Higher
October,12718843,toyo,unknown,unknown,mid,51.48,70.0,2.0,5.0,2.86,7.14,Hidden Gem - Promote Higher
October,12712693,bridgestone,unknown,unknown,mid,51.49,56.0,0.0,4.0,0.0,7.14,Hidden Gem - Promote Higher
October,4100301,sony,unknown,unknown,premium,493.4,56.0,0.0,4.0,0.0,7.14,Hidden Gem - Promote Higher
October,12712695,bridgestone,unknown,unknown,mid,49.93,56.0,0.0,4.0,0.0,7.14,Hidden Gem - Promote Higher
October,5700928,unknown,auto,accessories,premium,218.77,42.0,0.0,3.0,0.0,7.14,Hidden Gem - Promote Higher
October,12702399,matador,unknown,unknown,mid,63.94,57.0,0.0,4.0,0.0,7.02,Hidden Gem - Promote Higher
October,4600552,bosch,appliances,kitchen,luxury,632.34,57.0,2.0,4.0,3.51,7.02,Hidden Gem - Promote Higher
October,12715192,matador,unknown,unknown,mid,57.66,57.0,0.0,4.0,0.0,7.02,Hidden Gem - Promote Higher
October,6301501,gorenje,appliances,kitchen,mid,61.75,57.0,0.0,4.0,0.0,7.02,Hidden Gem - Promote Higher
October,12709272,triangle,unknown,unknown,mid,61.86,72.0,0.0,5.0,0.0,6.94,Hidden Gem - Promote Higher
October,6902464,zlatek,furniture,living_room,mid,54.55,58.0,0.0,4.0,0.0,6.9,Hidden Gem - Promote Higher
October,5800828,mystery,electronics,audio,mid,96.53,44.0,0.0,3.0,0.0,6.82,Hidden Gem - Promote Higher
October,12704916,cordiant,unknown,unknown,mid,57.92,44.0,0.0,3.0,0.0,6.82,Hidden Gem - Promote Higher
October,11100327,scarlett,appliances,personal,budget,8.58,44.0,0.0,3.0,0.0,6.82,Hidden Gem - Promote Higher
October,8200309,unknown,unknown,unknown,mid,82.34,44.0,0.0,3.0,0.0,6.82,Hidden Gem - Promote Higher
October,26011919,unknown,unknown,unknown,budget,3.48,44.0,0.0,3.0,0.0,6.82,Hidden Gem - Promote Higher
October,11000235,redmond,appliances,kitchen,budget,42.96,44.0,0.0,3.0,0.0,6.82,Hidden Gem - Promote Higher
October,9101262,kingston,computers,peripherals,mid,60.29,44.0,1.0,3.0,2.27,6.82,Hidden Gem - Promote Higher
October,17301689,unknown,unknown,unknown,mid,81.09,44.0,0.0,3.0,0.0,6.82,Hidden Gem - Promote Higher
October,17301619,gucci,unknown,unknown,mid,70.22,44.0,0.0,3.0,0.0,6.82,Hidden Gem - Promote Higher
October,7900912,chicco,furniture,kitchen,premium,250.81,59.0,1.0,4.0,1.69,6.78,Hidden Gem - Promote Higher
October,1201405,apple,electronics,tablet,luxury,1064.88,104.0,2.0,7.0,1.92,6.73,Hidden Gem - Promote Higher
October,1801530,lg,electronics,video,luxury,1106.82,75.0,2.0,5.0,2.67,6.67,Hidden Gem - Promote Higher
October,12711589,triangle,unknown,unknown,mid,51.69,60.0,0.0,4.0,0.0,6.67,Hidden Gem - Promote Higher
October,12707445,triangle,unknown,unknown,mid,52.57,60.0,0.0,4.0,0.0,6.67,Hidden Gem - Promote Higher
October,10900302,scarlett,appliances,kitchen,budget,17.99,45.0,0.0,3.0,0.0,6.67,Hidden Gem - Promote Higher
October,15200296,voltman,unknown,unknown,mid,70.65,45.0,0.0,3.0,0.0,6.67,Hidden Gem - Promote Higher
October,11400235,continent,unknown,unknown,budget,9.76,45.0,0.0,3.0,0.0,6.67,Hidden Gem - Promote Higher
October,12704182,triangle,unknown,unknown,mid,82.37,45.0,0.0,3.0,0.0,6.67,Hidden Gem - Promote Higher
October,36000003,vinzer,appliances,kitchen,budget,36.5,45.0,0.0,3.0,0.0,6.67,Hidden Gem - Promote Higher
October,15300319,transcend,unknown,unknown,budget,11.04,45.0,3.0,3.0,6.67,6.67,Hidden Gem - Promote Higher
October,6801059,seagate,computers,components,mid,65.9,122.0,4.0,8.0,3.28,6.56,Hidden Gem - Promote Higher
October,12720105,roadx,unknown,unknown,budget,45.9,61.0,0.0,4.0,0.0,6.56,Hidden Gem - Promote Higher
October,8901420,chicco,kids,toys,budget,38.98,61.0,1.0,4.0,1.64,6.56,Hidden Gem - Promote Higher
October,12702303,nokian,unknown,unknown,mid,112.68,61.0,3.0,4.0,4.92,6.56,Hidden Gem - Promote Higher
October,1802072,philips,electronics,video,premium,411.83,92.0,3.0,6.0,3.26,6.52,Hidden Gem - Promote Higher
October,8901554,chicco,kids,toys,budget,45.28,46.0,1.0,3.0,2.17,6.52,Hidden Gem - Promote Higher
October,19300006,perilla,appliances,ironing_board,budget,40.97,46.0,4.0,3.0,8.7,6.52,Hidden Gem - Promote Higher
October,6902345,lorelli,furniture,living_room,mid,78.38,46.0,1.0,3.0,2.17,6.52,Hidden Gem - Promote Higher
October,20100154,nika,unknown,unknown,budget,29.04,46.0,0.0,3.0,0.0,6.52,Hidden Gem - Promote Higher
October,7300212,transcend,unknown,unknown,mid,72.71,77.0,3.0,5.0,3.9,6.49,Hidden Gem - Promote Higher
October,12703376,cordiant,unknown,unknown,mid,59.81,186.0,2.0,12.0,1.08,6.45,Hidden Gem - Promote Higher
October,12706044,toyo,unknown,unknown,mid,86.03,62.0,0.0,4.0,0.0,6.45,Hidden Gem - Promote Higher
October,5300300,elenberg,unknown,unknown,budget,9.94,188.0,7.0,12.0,3.72,6.38,Hidden Gem - Promote Higher
October,12700930,nokian,unknown,unknown,mid,54.77,94.0,5.0,6.0,5.32,6.38,Hidden Gem - Promote Higher
October,1005030,xiaomi,electronics,smartphone,mid,126.88,47.0,1.0,3.0,2.13,6.38,Hidden Gem - Promote Higher
October,12703502,cordiant,unknown,unknown,budget,37.32,47.0,0.0,3.0,0.0,6.38,Hidden Gem - Promote Higher
October,5801698,kicx,electronics,audio,budget,30.63,47.0,0.0,3.0,0.0,6.38,Hidden Gem - Promote Higher
October,7006183,hp,kids,carriage,mid,74.49,47.0,1.0,3.0,2.13,6.38,Hidden Gem - Promote Higher
October,26017849,unknown,unknown,unknown,budget,7.15,47.0,0.0,3.0,0.0,6.38,Hidden Gem - Promote Higher
October,28715763,nexpero,apparel,shoes,mid,68.33,47.0,0.0,3.0,0.0,6.38,Hidden Gem - Promote Higher
October,15200016,akom,unknown,unknown,mid,66.93,47.0,0.0,3.0,0.0,6.38,Hidden Gem - Promote Higher
October,4100312,nintendo,unknown,unknown,mid,90.4,142.0,0.0,9.0,0.0,6.34,Hidden Gem - Promote Higher
October,29501511,unknown,unknown,unknown,budget,12.74,79.0,0.0,5.0,0.0,6.33,Hidden Gem - Promote Higher
October,1307216,hp,computers,notebook,premium,488.82,64.0,0.0,4.0,0.0,6.25,Hidden Gem - Promote Higher
October,18001394,samsung,unknown,unknown,budget,5.12,48.0,1.0,3.0,2.08,6.25,Hidden Gem - Promote Higher
October,22500012,brateck,unknown,unknown,budget,9.64,48.0,1.0,3.0,2.08,6.25,Hidden Gem - Promote Higher
October,6301239,bosch,appliances,kitchen,mid,56.09,48.0,1.0,3.0,2.08,6.25,Hidden Gem - Promote Higher
October,34800480,carfashion,unknown,unknown,mid,54.83,48.0,0.0,3.0,0.0,6.25,Hidden Gem - Promote Higher
October,29501917,bsn,unknown,unknown,mid,67.86,48.0,0.0,3.0,0.0,6.25,Hidden Gem - Promote Higher
October,8200310,unknown,unknown,unknown,mid,82.34,48.0,2.0,3.0,4.17,6.25,Hidden Gem - Promote Higher
October,2601437,gefest,unknown,unknown,premium,308.86,48.0,0.0,3.0,0.0,6.25,Hidden Gem - Promote Higher
October,12709927,maxxis,unknown,unknown,mid,96.66,113.0,0.0,7.0,0.0,6.19,Hidden Gem - Promote Higher
October,12719869,roadx,unknown,unknown,mid,59.79,81.0,0.0,5.0,0.0,6.17,Hidden Gem - Promote Higher
October,12714587,unknown,unknown,unknown,mid,51.8,65.0,0.0,4.0,0.0,6.15,Hidden Gem - Promote Higher
October,17301640,unknown,unknown,unknown,mid,88.35,49.0,0.0,3.0,0.0,6.12,Hidden Gem - Promote Higher
October,25400008,unknown,unknown,unknown,budget,43.48,49.0,0.0,3.0,0.0,6.12,Hidden Gem - Promote Higher
October,7900883,peg-perego,furniture,kitchen,premium,284.58,49.0,2.0,3.0,4.08,6.12,Hidden Gem - Promote Higher
October,11300050,panasonic,electronics,telephone,mid,69.51,49.0,2.0,3.0,4.08,6.12,Hidden Gem - Promote Higher
October,6300759,tefal,appliances,kitchen,mid,52.66,82.0,1.0,5.0,1.22,6.1,Hidden Gem - Promote Higher
October,12800022,kingston,unknown,unknown,budget,5.39,82.0,1.0,5.0,1.22,6.1,Hidden Gem - Promote Higher
October,3601138,artel,appliances,kitchen,mid,93.75,82.0,0.0,5.0,0.0,6.1,Hidden Gem - Promote Higher
October,13103656,rimax,unknown,unknown,premium,270.28,115.0,0.0,7.0,0.0,6.09,Hidden Gem - Promote Higher
October,12701336,yokohama,unknown,unknown,mid,106.95,132.0,4.0,8.0,3.03,6.06,Hidden Gem - Promote Higher
October,7900927,peg-perego,furniture,kitchen,premium,283.82,99.0,2.0,6.0,2.02,6.06,Hidden Gem - Promote Higher
October,15201187,genesis,unknown,unknown,mid,71.82,99.0,0.0,6.0,0.0,6.06,Hidden Gem - Promote Higher
October,18500060,xp-pen,electronics,tablet,premium,429.61,66.0,0.0,4.0,0.0,6.06,Hidden Gem - Promote Higher
October,12700112,nokian,unknown,unknown,mid,75.81,66.0,1.0,4.0,1.52,6.06,Hidden Gem - Promote Higher
October,28300780,karya,accessories,wallet,budget,33.46,83.0,0.0,5.0,0.0,6.02,Hidden Gem - Promote Higher
October,12800417,kingston,unknown,unknown,budget,5.19,83.0,3.0,5.0,3.61,6.02,Hidden Gem - Promote Higher
October,26200637,unknown,unknown,unknown,mid,89.94,100.0,0.0,6.0,0.0,6.0,Hidden Gem - Promote Higher
October,3700676,tefal,appliances,environment,premium,360.58,50.0,0.0,3.0,0.0,6.0,Hidden Gem - Promote Higher
October,12800780,samsung,unknown,unknown,budget,40.37,50.0,1.0,3.0,2.0,6.0,Hidden Gem - Promote Higher
October,12709597,yokohama,unknown,unknown,mid,76.4,50.0,0.0,3.0,0.0,6.0,Hidden Gem - Promote Higher
October,1801638,harper,electronics,video,mid,152.01,50.0,0.0,3.0,0.0,6.0,Hidden Gem - Promote Higher
October,12701264,triangle,unknown,unknown,budget,49.45,185.0,0.0,11.0,0.0,5.95,Hidden Gem - Promote Higher
October,39500015,qiangchi,unknown,unknown,mid,177.35,84.0,0.0,5.0,0.0,5.95,Hidden Gem - Promote Higher
October,8800817,elari,electronics,telephone,budget,30.79,170.0,4.0,10.0,2.35,5.88,Hidden Gem - Promote Higher
October,12705044,tigar,unknown,unknown,mid,67.69,85.0,3.0,5.0,3.53,5.88,Hidden Gem - Promote Higher
October,12711568,triangle,unknown,unknown,mid,54.06,68.0,0.0,4.0,0.0,5.88,Hidden Gem - Promote Higher
October,11500335,jbl,unknown,unknown,mid,192.57,51.0,0.0,3.0,0.0,5.88,Hidden Gem - Promote Higher
October,3100402,polaris,appliances,kitchen,budget,45.65,51.0,2.0,3.0,3.92,5.88,Hidden Gem - Promote Higher
October,6800225,braun,appliances,kitchen,budget,42.3,51.0,7.0,3.0,13.73,5.88,Hidden Gem - Promote Higher
October,12703401,maxxis,unknown,unknown,mid,65.18,51.0,0.0,3.0,0.0,5.88,Hidden Gem - Promote Higher
October,8200442,polini,unknown,unknown,mid,64.33,51.0,1.0,3.0,1.96,5.88,Hidden Gem - Promote Higher
October,26017873,unknown,unknown,unknown,budget,5.25,69.0,0.0,4.0,0.0,5.8,Hidden Gem - Promote Higher
October,11100216,scarlett,appliances,personal,budget,12.74,69.0,2.0,4.0,2.9,5.8,Hidden Gem - Promote Higher
October,15901528,unknown,unknown,unknown,budget,39.9,69.0,0.0,4.0,0.0,5.8,Hidden Gem - Promote Higher
October,12711147,tunga,unknown,unknown,budget,30.12,190.0,0.0,11.0,0.0,5.79,Hidden Gem - Promote Higher
October,3601349,artel,appliances,kitchen,mid,118.92,190.0,0.0,11.0,0.0,5.79,Hidden Gem - Promote Higher
October,6200706,unknown,appliances,environment,budget,35.43,104.0,6.0,6.0,5.77,5.77,Hidden Gem - Promote Higher
October,7600251,d-link,unknown,unknown,budget,15.42,52.0,0.0,3.0,0.0,5.77,Hidden Gem - Promote Higher
October,12710361,maxxis,unknown,unknown,mid,85.07,52.0,0.0,3.0,0.0,5.77,Hidden Gem - Promote Higher
October,26403342,unknown,unknown,unknown,mid,198.46,52.0,0.0,3.0,0.0,5.77,Hidden Gem - Promote Higher
October,12701303,triangle,unknown,unknown,mid,76.15,52.0,3.0,3.0,5.77,5.77,Hidden Gem - Promote Higher
October,38100123,coty,unknown,unknown,budget,14.57,139.0,0.0,8.0,0.0,5.76,Hidden Gem - Promote Higher
October,12705536,viatti,unknown,unknown,budget,38.48,175.0,7.0,10.0,4.0,5.71,Hidden Gem - Promote Higher
October,20900154,delsey,unknown,unknown,mid,94.16,70.0,1.0,4.0,1.43,5.71,Hidden Gem - Promote Higher
